Trip_ID	Trip_Frequency	Leg_Number	Leg_ID	Leg_Distance	O_ID	O_Name	O_City	O_State	O_Zip	O_Layover_Time	O_Wait_Time	O_Break_Time	Pickup_Time	Pickup_Date	Pickup_Service	Travel_Time	D_ID	D_Name	D_City	D_State	D_Zip	D_Layover_Time	D_Wait_Time	D_Break_Time	Delivery_Time	Delivery_Date	Delivery_Service	Leg_Type	Leg_Load	Leg_Yield	Leg_Fuel_Cost	Leg_Tolls_Cost	Leg_Blended_Cost	Leg_Total_Cost	Leg_Savings	Equipment_Type	Period__	Tractor	Trailer	Driver	Order_Number	Calc_Source	Load_Factor	ODFamily_Id	Customer_Id	Lane_Volume	Unmatched_Freq_
154	1	1	643	1548.30	77073				77073	00:00	00:00	00:00	11:00	8/10/2023	00:45	16:00	90601				90601	10:00	00:00	00:30	14:15	8/11/2023	00:45	LOADED	0.00	0.00	726.29	0.00	1548.30	2739.08	-2739.08		0					U	1.00	643		0.00	0
154	1	2	534	1548.30	90601				90601	13:00	00:00	00:00	04:00	8/12/2023	00:45	16:00	77073				77073	10:00	00:00	00:30	07:15	8/13/2023	00:45	LOADED	0.00	0.00	726.29	0.00	1548.30	2739.08	-2739.08		0					U	1.00	534		0.00	0
18	1	1	385	1548.30	77073				77073	00:00	00:00	00:00	11:00	7/31/2023	00:45	16:00	90601				90601	10:00	00:00	00:30	14:15	8/1/2023	00:45	LOADED	0.00	0.00	726.29	0.00	1548.30	2739.08	-2739.08		0					U	1.00	385		0.00	0
18	1	2	240	1548.30	90601				90601	13:00	00:00	00:00	04:00	8/2/2023	00:45	16:00	77073				77073	10:00	00:00	00:30	07:15	8/3/2023	00:45	LOADED	0.00	0.00	726.29	0.00	1548.30	2739.08	-2739.08		0					U	1.00	240		0.00	0
69	1	1	384	1548.30	77073				77073	00:00	00:00	00:00	11:00	8/3/2023	00:45	16:00	90601				90601	10:00	00:00	00:30	14:15	8/4/2023	00:45	LOADED	0.00	0.00	726.29	0.00	1548.30	2739.08	-2739.08		0					U	1.00	384		0.00	0
69	1	2	237	1548.30	90601				90601	13:00	00:00	00:00	04:00	8/5/2023	00:45	16:00	77073				77073	10:00	00:00	00:30	07:15	8/6/2023	00:45	LOADED	0.00	0.00	726.29	0.00	1548.30	2739.08	-2739.08		0					U	1.00	237		0.00	0
102	1	1	491	1548.30	77073				77073	00:00	00:00	00:00	11:00	8/7/2023	00:45	16:00	90601				90601	10:00	00:00	00:30	14:15	8/8/2023	00:45	LOADED	0.00	0.00	726.29	0.00	1548.30	2739.08	-2739.08		0					U	1.00	491		0.00	0
102	1	2	752	1548.30	90601				90601	13:00	00:00	00:00	04:00	8/9/2023	00:45	16:00	77073				77073	10:00	00:00	00:30	07:15	8/10/2023	00:45	LOADED	0.00	0.00	726.29	0.00	1548.30	2739.08	-2739.08		0					U	1.00	752		0.00	0
152	1	1	617	1419.30	90601				90601	00:00	00:00	00:00	04:45	8/10/2023	00:45	15:00	75050				75050	10:00	00:00	00:30	07:00	8/11/2023	00:45	LOADED	0.00	0.00	665.78	0.00	1419.30	2510.87	-2510.87		0					U	0.89	617		0.00	0
152	1	2	430	1063.10	75050				75050	14:45	00:00	00:00	22:30	8/11/2023	00:45	12:00	85043				85043	10:00	00:00	00:30	21:45	8/12/2023	00:45	LOADED	0.00	0.00	498.69	0.00	1063.10	1880.72	-1880.72		0					U	0.89	430		0.00	0
152	1	3	542	727.60	85043				85043	00:00	00:00	00:00	22:30	8/12/2023	00:45	07:00	94587				94587	00:00	00:00	00:30	06:45	8/13/2023	00:45	LOADED	0.00	0.00	341.31	0.00	727.60	1287.19	-1287.19		0					U	0.89	542		0.00	0
152	1	4	94587:90601	376.90	94587				94587	00:00	00:00	00:00	07:30	8/13/2023	00:00	07:16	90601				90601	10:00	00:00	00:00	00:46	8/14/2023	00:00	EMPTY	0.00	0.00	176.80	0.00	376.90	666.77			0					U	0.89				
67	1	1	245	1419.30	90601				90601	00:00	00:00	00:00	04:45	8/3/2023	00:45	15:00	75050				75050	10:00	00:00	00:30	07:00	8/4/2023	00:45	LOADED	0.00	0.00	665.78	0.00	1419.30	2510.87	-2510.87		0					U	0.89	245		0.00	0
67	1	2	227	1063.10	75050				75050	14:45	00:00	00:00	22:30	8/4/2023	00:45	12:00	85043				85043	10:00	00:00	00:30	21:45	8/5/2023	00:45	LOADED	0.00	0.00	498.69	0.00	1063.10	1880.72	-1880.72		0					U	0.89	227		0.00	0
67	1	3	287	727.60	85043				85043	00:00	00:00	00:00	22:30	8/5/2023	00:45	07:00	94587				94587	00:00	00:00	00:30	06:45	8/6/2023	00:45	LOADED	0.00	0.00	341.31	0.00	727.60	1287.19	-1287.19		0					U	0.89	287		0.00	0
67	1	4	94587:90601	376.90	94587				94587	00:00	00:00	00:00	07:30	8/6/2023	00:00	07:16	90601				90601	10:00	00:00	00:00	00:46	8/7/2023	00:00	EMPTY	0.00	0.00	176.80	0.00	376.90	666.77			0					U	0.89				
84	1	1	243	1419.30	90601				90601	00:00	00:00	00:00	04:45	8/5/2023	00:45	15:00	75050				75050	10:00	00:00	00:30	07:00	8/6/2023	00:45	LOADED	0.00	0.00	665.78	0.00	1419.30	2510.87	-2510.87		0					U	0.89	243		0.00	0
84	1	2	225	1063.10	75050				75050	14:45	00:00	00:00	22:30	8/6/2023	00:45	12:00	85043				85043	10:00	00:00	00:30	21:45	8/7/2023	00:45	LOADED	0.00	0.00	498.69	0.00	1063.10	1880.72	-1880.72		0					U	0.89	225		0.00	0
84	1	3	481	727.60	85043				85043	00:00	00:00	00:00	22:30	8/7/2023	00:45	07:00	94587				94587	00:00	00:00	00:30	06:45	8/8/2023	00:45	LOADED	0.00	0.00	341.31	0.00	727.60	1287.19	-1287.19		0					U	0.89	481		0.00	0
84	1	4	94587:90601	376.90	94587				94587	00:00	00:00	00:00	07:30	8/8/2023	00:00	07:16	90601				90601	10:00	00:00	00:00	00:46	8/9/2023	00:00	EMPTY	0.00	0.00	176.80	0.00	376.90	666.77			0					U	0.89				
12	1	1	344	1035.80	41048				41048	00:00	00:00	00:00	07:00	7/31/2023	00:45	12:30	77073				77073	10:00	00:00	00:30	06:45	8/1/2023	00:45	LOADED	0.00	0.00	485.88	0.00	1035.80	1832.42	-1832.42		0					U	0.89	344		0.00	0
12	1	2	77073:75050	237.70	77073				77073	00:00	00:00	00:00	07:30	8/1/2023	00:00	04:06	75050				75050	00:00	00:00	00:00	11:36	8/1/2023	00:00	EMPTY	0.00	0.00	111.50	0.00	237.70	420.51			0					U	0.89				
12	1	3	99	941.80	75050				75050	14:54	00:00	00:00	02:30	8/2/2023	00:45	10:59	41048				41048	00:00	00:00	00:30	14:44	8/2/2023	00:45	LOADED	0.00	0.00	441.79	0.00	941.80	1666.13	-1666.13		0					U	0.89	99		0.00	0
149	1	1	635	1035.80	41048				41048	00:00	00:00	00:00	07:00	8/10/2023	00:45	12:30	77073				77073	10:00	00:00	00:30	06:45	8/11/2023	00:45	LOADED	0.00	0.00	485.88	0.00	1035.80	1832.42	-1832.42		0					U	0.89	635		0.00	0
149	1	2	77073:75050	237.70	77073				77073	00:00	00:00	00:00	07:30	8/11/2023	00:00	04:06	75050				75050	00:00	00:00	00:00	11:36	8/11/2023	00:00	EMPTY	0.00	0.00	111.50	0.00	237.70	420.51			0					U	0.89				
149	1	3	507	941.80	75050				75050	14:54	00:00	00:00	02:30	8/12/2023	00:45	10:59	41048				41048	00:00	00:00	00:30	14:44	8/12/2023	00:45	LOADED	0.00	0.00	441.79	0.00	941.80	1666.13	-1666.13		0					U	0.89	507		0.00	0
128	1	1	771	1035.80	41048				41048	00:00	00:00	00:00	07:00	8/9/2023	00:45	12:30	77073				77073	10:00	00:00	00:30	06:45	8/10/2023	00:45	LOADED	0.00	0.00	485.88	0.00	1035.80	1832.42	-1832.42		0					U	0.89	771		0.00	0
128	1	2	77073:75050	237.70	77073				77073	00:00	00:00	00:00	07:30	8/10/2023	00:00	04:06	75050				75050	00:00	00:00	00:00	11:36	8/10/2023	00:00	EMPTY	0.00	0.00	111.50	0.00	237.70	420.51			0					U	0.89				
128	1	3	409	941.80	75050				75050	14:54	00:00	00:00	02:30	8/11/2023	00:45	10:59	41048				41048	00:00	00:00	00:30	14:44	8/11/2023	00:45	LOADED	0.00	0.00	441.79	0.00	941.80	1666.13	-1666.13		0					U	0.89	409		0.00	0
45	1	1	343	1035.80	41048				41048	00:00	00:00	00:00	07:00	8/2/2023	00:45	12:30	77073				77073	10:00	00:00	00:30	06:45	8/3/2023	00:45	LOADED	0.00	0.00	485.88	0.00	1035.80	1832.42	-1832.42		0					U	0.89	343		0.00	0
45	1	2	77073:75050	237.70	77073				77073	00:00	00:00	00:00	07:30	8/3/2023	00:00	04:06	75050				75050	00:00	00:00	00:00	11:36	8/3/2023	00:00	EMPTY	0.00	0.00	111.50	0.00	237.70	420.51			0					U	0.89				
45	1	3	97	941.80	75050				75050	14:54	00:00	00:00	02:30	8/4/2023	00:45	10:59	41048				41048	00:00	00:00	00:30	14:44	8/4/2023	00:45	LOADED	0.00	0.00	441.79	0.00	941.80	1666.13	-1666.13		0					U	0.89	97		0.00	0
64	1	1	342	1035.80	41048				41048	00:00	00:00	00:00	07:00	8/3/2023	00:45	12:30	77073				77073	10:00	00:00	00:30	06:45	8/4/2023	00:45	LOADED	0.00	0.00	485.88	0.00	1035.80	1832.42	-1832.42		0					U	0.89	342		0.00	0
64	1	2	77073:75050	237.70	77073				77073	00:00	00:00	00:00	07:30	8/4/2023	00:00	04:06	75050				75050	00:00	00:00	00:00	11:36	8/4/2023	00:00	EMPTY	0.00	0.00	111.50	0.00	237.70	420.51			0					U	0.89				
