Trip ID	Trip Frequency	Leg Number	Leg ID	Leg Distance	O_ID	O_Name	O_City	O_State	O_Zip	O_Layover Time	O_Wait Time	O_Break Time	Pickup Time	Pickup Date	Pickup Service	Travel Time	D_ID	D_Name	D_City	D_State	D_Zip	D_Layover Time	D_Wait Time	D_Break Time	Delivery Time	Delivery Date	Delivery Service	Leg Type	Leg Load	Leg Yield	Leg Fuel Cost	Leg Tolls Cost	Leg Blended Cost	Leg Total Cost	Leg Savings	Equipment Type	Period #	Tractor	Trailer	Driver	Order Number	Calc Source	Load Factor	ODFamily Id	Customer Id	Lane Volume	Unmatched Freq.
29	1	5	NEWPORT PAPER MILL:NEWPORT	3.00	NEWPORT PAPER MILL		NEWPORT	TN	37821	00:00	00:00	00:00	11:39	5/20/2021	00:00	00:05	NEWPORT	NEWPORT	NEWPORT	TN	37821	00:00	00:00	00:00	11:44	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.81				
2	1	1	NEWPORT:SONOCO FLEXIBLE PACKAGING  MORRISTOWN	26.60	NEWPORT	NEWPORT	NEWPORT	TN	37821	00:00	00:00	00:00	06:21	5/18/2021	00:00	00:39	SONOCO FLEXIBLE PACKAGING  MORRISTOWN		MORRISTOWN	TN	37814	00:00	00:00	00:00	07:00	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	59.85	59.85			0					U	0.81				
2	1	2	OTME.100595317	130.85	SONOCO FLEXIBLE PACKAGING  MORRISTOWN		MORRISTOWN	TN	37814	00:00	00:00	00:00	07:00	5/18/2021	00:45	02:26	TriState Warehouse		CLEVELAND	TN	37312	00:00	00:00	00:00	10:11	5/18/2021	00:45	LOADED	0.00	1944.00	0.00	0.00	294.40	294.40	1649.60		0					U	0.81	OTME.100595317		0.00	0
2	1	3	TriState Warehouse:PAPER RECOVERY OF DALTON	36.90	TriState Warehouse		CLEVELAND	TN	37312	00:00	00:00	00:00	10:56	5/18/2021	00:00	00:53	PAPER RECOVERY OF DALTON		DALTON	GA	30721	00:00	00:00	00:00	11:49	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	83.03	83.03			0					U	0.81				
2	1	4	OTME.100599129	160.96	PAPER RECOVERY OF DALTON		DALTON	GA	30721	00:00	00:00	00:00	11:49	5/18/2021	00:45	03:09	NEWPORT PAPER MILL		NEWPORT	TN	37821	14:47	00:00	00:30	07:00	5/19/2021	00:45	LOADED	0.00	595.00	0.00	0.00	362.15	362.15	232.85		0					U	0.81	OTME.100599129		0.00	0
2	1	5	NEWPORT PAPER MILL:NEWPORT	3.00	NEWPORT PAPER MILL		NEWPORT	TN	37821	00:00	00:00	00:00	07:45	5/19/2021	00:00	00:05	NEWPORT	NEWPORT	NEWPORT	TN	37821	00:00	00:00	00:00	07:50	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.81				
1	1	1	CINCY:SONOCO CPD  BEAVER CREEK	45.30	CINCY	CINCY	CINCINNATI	OH	45246	00:00	00:00	00:00	06:06	5/17/2021	00:00	00:54	SONOCO CPD  BEAVER CREEK		BEAVERCREEK	OH	45434	00:00	00:00	00:00	07:00	5/17/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	101.92	101.92			0					U	0.81				
1	1	2	OTME.100594248	476.01	SONOCO CPD  BEAVER CREEK		BEAVERCREEK	OH	45434	00:00	00:00	00:00	07:00	5/17/2021	00:45	08:32	SONOCO CRELLIN		FOREST CITY	NC	28043	14:13	00:00	00:30	07:00	5/18/2021	00:45	LOADED	0.00	3065.01	0.00	0.00	1071.03	1071.03	1993.98		0					U	0.81	OTME.100594248		0.00	0
1	1	3	OTME.100597433	474.40	SONOCO CRELLIN		FOREST CITY	NC	28043	00:00	00:00	00:00	07:45	5/18/2021	00:45	08:29	PL  SONOCO RP ALPHA		BEAVER CREEK	OH	45434	13:31	00:00	00:30	07:00	5/19/2021	00:45	LOADED	0.00	995.19	0.00	0.00	1067.40	1067.40	-72.21		0					U	0.81	OTME.100597433		0.00	0
1	1	4	PL  SONOCO RP ALPHA:SONOCO CPD  BEAVER CREEK	3.00	PL  SONOCO RP ALPHA		BEAVER CREEK	OH	45434	00:00	00:00	00:00	07:45	5/19/2021	00:00	00:05	SONOCO CPD  BEAVER CREEK		BEAVERCREEK	OH	45434	00:00	00:00	00:00	07:50	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.81				
1	1	5	OTME.100597127	70.30	SONOCO CPD  BEAVER CREEK		BEAVERCREEK	OH	45434	00:00	00:00	00:00	07:50	5/19/2021	00:45	01:28	RP-FRANKLIN INTER L COLUMBUS  OH 86951		COLUMBUS	OH	43207	00:00	00:00	00:00	10:03	5/19/2021	00:45	LOADED	0.00	400.00	0.00	0.00	158.17	158.17	241.83		0					U	0.81	OTME.100597127		0.00	0
1	1	6	RP-FRANKLIN INTER L COLUMBUS  OH 86951:INTERNATIONAL CONVERTING	99.80	RP-FRANKLIN INTER L COLUMBUS  OH 86951		COLUMBUS	OH	43207	00:00	00:00	00:00	10:48	5/19/2021	00:00	02:01	INTERNATIONAL CONVERTING		CALDWELL	OH	43724	00:00	00:00	00:00	12:49	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	224.55	224.55			0					U	0.81				
1	1	7	OTME.100599971	194.50	INTERNATIONAL CONVERTING		CALDWELL	OH	43724	00:00	00:00	00:00	12:49	5/19/2021	00:45	03:34	SONOCO  CINCINNATI  D007		CINCINNATI	OH	45246	13:22	00:00	00:30	07:00	5/20/2021	00:45	LOADED	0.00	795.00	0.00	0.00	437.62	437.62	357.38		0					U	0.81	OTME.100599971		0.00	0
1	1	8	SONOCO  CINCINNATI  D007:SONOCO FLEXIBLES	23.40	SONOCO  CINCINNATI  D007		CINCINNATI	OH	45246	00:00	00:00	00:00	07:45	5/20/2021	00:00	00:30	SONOCO FLEXIBLES		FRANKLIN	OH	45005	00:00	00:00	00:00	08:15	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	52.65	52.65			0					U	0.81				
1	1	9	OTME.100594043	23.49	SONOCO FLEXIBLES		FRANKLIN	OH	45005	00:00	00:00	00:00	08:15	5/20/2021	00:45	00:30	SONOCO  CINCINNATI  D007		CINCINNATI	OH	45246	00:00	00:00	00:00	09:30	5/20/2021	00:45	LOADED	0.00	567.00	0.00	0.00	52.85	52.85	514.15		0					U	0.81	OTME.100594043		0.00	0
1	1	10	SONOCO  CINCINNATI  D007:SONOCO CPD  BEAVER CREEK	45.30	SONOCO  CINCINNATI  D007		CINCINNATI	OH	45246	00:00	00:00	00:00	10:15	5/20/2021	00:00	00:54	SONOCO CPD  BEAVER CREEK		BEAVERCREEK	OH	45434	00:00	00:00	00:00	11:09	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	101.92	101.92			0					U	0.81				
1	1	11	OTME.100596380	70.30	SONOCO CPD  BEAVER CREEK		BEAVERCREEK	OH	45434	00:00	00:00	00:00	11:09	5/20/2021	00:45	01:28	RP-FRANKLIN INTER L COLUMBUS  OH 86951		COLUMBUS	OH	43207	00:00	00:00	00:00	13:22	5/20/2021	00:45	LOADED	0.00	400.00	0.00	0.00	158.17	158.17	241.83		0					U	0.81	OTME.100596380		0.00	0
1	1	12	RP-FRANKLIN INTER L COLUMBUS  OH 86951:CINCY	98.80	RP-FRANKLIN INTER L COLUMBUS  OH 86951		COLUMBUS	OH	43207	00:00	00:00	00:00	14:07	5/20/2021	00:00	01:58	CINCY	CINCY	CINCINNATI	OH	45246	00:00	00:00	00:30	16:35	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	222.30	222.30			0					U	0.81				
12	1	1	HARTSVILLE:HARTSVILLE INTL WHSE  B350	3.00	HARTSVILLE	HARTSVILLE	HARTSVILLE	SC	29550	00:00	00:00	00:00	06:55	5/17/2021	00:00	00:05	HARTSVILLE INTL WHSE  B350		HARTSVILLE	SC	29550	00:00	00:00	00:00	07:00	5/17/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.80				
12	1	2	OTME.100597269	513.69	HARTSVILLE INTL WHSE  B350		HARTSVILLE	SC	29550	00:00	00:00	00:00	07:00	5/17/2021	00:45	09:15	SONOCO - NASHVILLE - PPD		NASHVILLE	TN	37207	13:30	00:00	00:30	07:00	5/18/2021	00:45	LOADED	0.00	1780.01	0.00	0.00	1155.80	1155.80	624.21		0					U	0.80	OTME.100597269		0.00	0
12	1	3	SONOCO - NASHVILLE - PPD:SONOCO   DPP DALTON	170.80	SONOCO - NASHVILLE - PPD		NASHVILLE	TN	37207	00:00	00:00	00:00	07:45	5/18/2021	00:00	03:06	SONOCO   DPP DALTON		DALTON	GA	30721	00:00	00:00	00:00	10:51	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	384.30	384.30			0					U	0.80				
12	1	4	OTME.100598169	424.24	SONOCO   DPP DALTON		DALTON	GA	30721	00:00	00:00	00:00	10:51	5/18/2021	00:45	07:09	MOHAWK INDUSTRIES INC  BENNETTSVILLE S		BENNETTSVILLE	SC	29512	11:45	00:00	00:30	07:00	5/19/2021	00:45	LOADED	0.00	840.00	0.00	0.00	954.54	954.54	-114.54		0					U	0.80	OTME.100598169		0.00	0
12	1	5	MOHAWK INDUSTRIES INC  BENNETTSVILLE S:LEE IRON   METAL CO	77.40	MOHAWK INDUSTRIES INC  BENNETTSVILLE S		BENNETTSVILLE	SC	29512	00:00	00:00	00:00	07:45	5/19/2021	00:00	01:47	LEE IRON   METAL CO		SANFORD	NC	27330	00:00	00:00	00:00	09:32	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	174.15	174.15			0					U	0.80				
12	1	6	OTME.100594741	107.70	LEE IRON   METAL CO		SANFORD	NC	27330	00:00	00:00	00:00	09:32	5/19/2021	00:45	02:27	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	12:44	5/19/2021	00:45	LOADED	0.00	406.85	0.00	0.00	242.33	242.33	164.52		0					U	0.80	OTME.100594741		0.00	0
12	1	7	HARTSVILLE PAPER MILL:HARTSVILLE	3.00	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	13:29	5/19/2021	00:00	00:05	HARTSVILLE	HARTSVILLE	HARTSVILLE	SC	29550	00:00	00:00	00:00	13:34	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.80				
25	1	1	HARTSVILLE:C303  SONOCO ICD HARTSVILLE	3.00	HARTSVILLE	HARTSVILLE	HARTSVILLE	SC	29550	00:00	00:00	00:00	07:14	5/18/2021	00:00	00:05	C303  SONOCO ICD HARTSVILLE		HARTSVILLE	SC	29550	00:00	00:00	00:00	07:19	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.80				
25	1	2	OTME.100594965	307.28	C303  SONOCO ICD HARTSVILLE		HARTSVILLE	SC	29550	00:00	00:00	00:00	07:19	5/18/2021	00:45	05:43	TC-DUPONT JAMES RIVER LOGISTICS CTR RICH		RICHMOND	VA	23237	00:00	00:00	00:00	13:47	5/18/2021	00:45	LOADED	0.00	1050.00	0.00	0.00	691.38	691.38	358.62		0					U	0.80	OTME.100594965		0.00	0
25	1	3	TC-DUPONT JAMES RIVER LOGISTICS CTR RICH:RICHMOND SHIP WHSE	8.10	TC-DUPONT JAMES RIVER LOGISTICS CTR RICH		RICHMOND	VA	23237	00:00	00:00	00:00	14:32	5/18/2021	00:00	00:28	RICHMOND SHIP WHSE		RICHMOND	VA	23224	00:00	00:00	00:00	15:00	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	18.23	18.23			0					U	0.80				
25	1	4	OTME.100597477	314.40	RICHMOND SHIP WHSE		RICHMOND	VA	23224	00:00	00:00	00:00	15:00	5/18/2021	00:45	05:46	SONOCO - HVILLE-SPIRAL - ICD		HARTSVILLE	SC	29550	10:00	00:00	00:30	08:01	5/19/2021	00:45	LOADED	0.00	1340.00	0.00	0.00	707.40	707.40	632.60		0					U	0.80	OTME.100597477		0.00	0
25	1	5	SONOCO - HVILLE-SPIRAL - ICD:PRATT - ROCK HILL	71.30	SONOCO - HVILLE-SPIRAL - ICD		HARTSVILLE	SC	29550	00:00	00:00	00:00	08:46	5/19/2021	00:00	01:35	PRATT - ROCK HILL		ROCK HILL	SC	29730	00:00	00:00	00:00	10:21	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	160.43	160.43			0					U	0.80				
25	1	6	OTME.100598960	71.76	PRATT - ROCK HILL		ROCK HILL	SC	29730	00:00	00:00	00:00	10:21	5/19/2021	00:45	01:37	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	12:43	5/19/2021	00:45	LOADED	0.00	420.00	0.00	0.00	161.46	161.46	258.54		0					U	0.80	OTME.100598960		0.00	0
25	1	7	HARTSVILLE PAPER MILL:ASHEBORO RECYCLING	111.10	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	13:28	5/19/2021	00:00	02:16	ASHEBORO RECYCLING		ASHEBORO	NC	27203	00:00	00:00	00:30	16:14	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	249.97	249.97			0					U	0.80				
25	1	8	OTME.100599124	109.60	ASHEBORO RECYCLING		ASHEBORO	NC	27203	14:46	00:00	00:00	07:00	5/20/2021	00:45	02:16	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	10:01	5/20/2021	00:45	LOADED	0.00	515.00	0.00	0.00	246.60	246.60	268.40		0					U	0.80	OTME.100599124		0.00	0
25	1	9	HARTSVILLE PAPER MILL:HARTSVILLE	3.00	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	10:46	5/20/2021	00:00	00:05	HARTSVILLE	HARTSVILLE	HARTSVILLE	SC	29550	00:00	00:00	00:00	10:51	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.80				
16	1	1	HARTSVILLE:HARTSVILLE INTL WHSE  B350	3.00	HARTSVILLE	HARTSVILLE	HARTSVILLE	SC	29550	00:00	00:00	00:00	06:55	5/17/2021	00:00	00:05	HARTSVILLE INTL WHSE  B350		HARTSVILLE	SC	29550	00:00	00:00	00:00	07:00	5/17/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.80				
16	1	2	OTME.100596896	513.69	HARTSVILLE INTL WHSE  B350		HARTSVILLE	SC	29550	00:00	00:00	00:00	07:00	5/17/2021	00:45	09:15	SONOCO - NASHVILLE - PPD		NASHVILLE	TN	37207	13:30	00:00	00:30	07:00	5/18/2021	00:45	LOADED	0.00	1691.01	0.00	0.00	1155.80	1155.80	535.21		0					U	0.80	OTME.100596896		0.00	0
16	1	3	SONOCO - NASHVILLE - PPD:SONOCO  BAKER REELS   PLANT B NAILWOOD/REELS	131.20	SONOCO - NASHVILLE - PPD		NASHVILLE	TN	37207	00:00	00:00	00:00	07:45	5/18/2021	00:00	02:20	SONOCO  BAKER REELS   PLANT B NAILWOOD/REELS		HARTSELLE	AL	35640	00:00	00:00	00:00	10:05	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	295.20	295.20			0					U	0.80				
16	1	4	OTME.100597860	446.96	SONOCO  BAKER REELS   PLANT B NAILWOOD/REELS		HARTSELLE	AL	35640	00:00	00:00	00:00	10:05	5/18/2021	00:45	07:57	Orangeburg Reels		ORANGEBURG	SC	29115	11:43	00:00	00:30	07:00	5/19/2021	00:45	LOADED	0.00	911.24	0.00	0.00	1005.66	1005.66	-94.42		0					U	0.80	OTME.100597860		0.00	0
16	1	5	Orangeburg Reels:PRATT - ROCK HILL	119.80	Orangeburg Reels		ORANGEBURG	SC	29115	00:00	00:00	00:00	07:45	5/19/2021	00:00	02:04	PRATT - ROCK HILL		ROCK HILL	SC	29730	00:00	00:00	00:00	09:49	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	269.55	269.55			0					U	0.80				
16	1	6	OTME.100597612	71.76	PRATT - ROCK HILL		ROCK HILL	SC	29730	00:00	00:00	00:00	09:49	5/19/2021	00:45	01:37	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	12:11	5/19/2021	00:45	LOADED	0.00	706.01	0.00	0.00	161.46	161.46	544.55		0					U	0.80	OTME.100597612		0.00	0
16	1	7	HARTSVILLE PAPER MILL:HARTSVILLE	3.00	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	12:56	5/19/2021	00:00	00:05	HARTSVILLE	HARTSVILLE	HARTSVILLE	SC	29550	00:00	00:00	00:00	13:01	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.80				
