Trip ID	Trip Frequency	Leg Number	Leg ID	Leg Distance	O_ID	O_Name	O_City	O_State	O_Zip	O_Layover Time	O_Wait Time	O_Break Time	Pickup Time	Pickup Date	Pickup Service	Travel Time	D_ID	D_Name	D_City	D_State	D_Zip	D_Layover Time	D_Wait Time	D_Break Time	Delivery Time	Delivery Date	Delivery Service	Leg Type	Leg Load	Leg Yield	Leg Fuel Cost	Leg Tolls Cost	Leg Blended Cost	Leg Total Cost	Leg Savings	Equipment Type	Period #	Tractor	Trailer	Driver	Order Number	Calc Source	Load Factor	ODFamily Id	Customer Id	Lane Volume	Unmatched Freq.
18	1	2	OTME.100596450	527.66	HARTSVILLE NO10 WH		HARTSVILLE	SC	29550	00:00	00:00	00:00	07:00	5/19/2021	00:45	09:27	YORK CONTAINER		YORK	PA	17402	13:18	00:00	00:30	07:00	5/20/2021	00:45	LOADED	0.00	1640.00	0.00	0.00	1187.23	1187.23	452.77		0					U	0.83	OTME.100596450		0.00	0
18	1	3	YORK CONTAINER:UNILEVER - NEWVILLE ASCC DC	54.70	YORK CONTAINER		YORK	PA	17402	00:00	00:00	00:00	07:45	5/20/2021	00:00	01:00	UNILEVER - NEWVILLE ASCC DC		NEWVILLE	PA	17241	00:00	00:00	00:00	08:45	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	123.08	123.08			0					U	0.83				
18	1	4	OTME.100598894	545.35	UNILEVER - NEWVILLE ASCC DC		NEWVILLE	PA	17241	00:00	00:00	00:00	08:45	5/20/2021	00:45	09:52	VLS RECOVERY - MAULDIN		MAULDIN	SC	29662	11:08	00:00	00:30	07:00	5/21/2021	00:45	LOADED	0.00	993.46	0.00	0.00	1227.04	1227.04	-233.58		0					U	0.83	OTME.100598894		0.00	0
18	1	5	VLS RECOVERY - MAULDIN:PRATT - ROCK HILL	95.30	VLS RECOVERY - MAULDIN		MAULDIN	SC	29662	00:00	00:00	00:00	07:45	5/21/2021	00:00	01:50	PRATT - ROCK HILL		ROCK HILL	SC	29730	00:00	00:00	00:00	09:35	5/21/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	214.43	214.43			0					U	0.83				
18	1	6	OTME.100600968	71.76	PRATT - ROCK HILL		ROCK HILL	SC	29730	00:00	00:00	00:00	09:35	5/21/2021	00:45	01:37	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	11:57	5/21/2021	00:45	LOADED	0.00	694.01	0.00	0.00	161.46	161.46	532.55		0					U	0.83	OTME.100600968		0.00	0
18	1	7	HARTSVILLE PAPER MILL:CHARLOTTE SONOCO RECYCLING	89.20	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	12:42	5/21/2021	00:00	01:58	CHARLOTTE SONOCO RECYCLING		CHARLOTTE	NC	28217	00:00	00:00	00:00	14:40	5/21/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	200.70	200.70			0					U	0.83				
18	1	8	OTME.100599922	87.89	CHARLOTTE SONOCO RECYCLING		CHARLOTTE	NC	28217	00:00	00:00	00:00	14:40	5/21/2021	00:45	01:58	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	13:07	00:00	00:30	07:00	5/22/2021	00:45	LOADED	0.00	379.89	0.00	0.00	197.76	197.76	182.13		0					U	0.83	OTME.100599922		0.00	0
18	1	9	HARTSVILLE PAPER MILL:HARTSVILLE	3.00	HARTSVILLE PAPER MILL		HARTSVILLE	SC	29550	00:00	00:00	00:00	07:45	5/22/2021	00:00	00:05	HARTSVILLE	HARTSVILLE	HARTSVILLE	SC	29550	00:00	00:00	00:00	07:50	5/22/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.83				
33	1	1	INDY:SONOCO FLEXIBLE WHSE	48.00	INDY	INDY	INDIANAPOLIS	IN	46236	00:00	00:00	00:00	06:54	5/19/2021	00:00	01:01	SONOCO FLEXIBLE WHSE		EDINBURGH	IN	46124	00:00	00:00	00:00	07:55	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	108.00	108.00			0					U	0.83				
33	1	2	OTME.100595561	672.84	SONOCO FLEXIBLE WHSE		EDINBURGH	IN	46124	00:00	00:00	00:00	07:55	5/19/2021	00:45	11:55	SONOCO TRIDENT		CHESTER	VA	23836	10:00	00:00	00:30	07:05	5/20/2021	00:45	LOADED	0.00	1574.64	0.00	0.00	1513.90	1513.90	60.74		0					U	0.83	OTME.100595561		0.00	0
33	1	3	OTME.100599494	664.90	SONOCO TRIDENT		CHESTER	VA	23836	00:00	00:00	00:00	07:50	5/20/2021	00:45	11:55	SONOCO EDINBURGH E013		EDINBURGH	IN	46124	10:00	00:00	00:30	07:00	5/21/2021	00:45	LOADED	0.00	2700.00	0.00	0.00	1496.02	1496.02	1203.98		0					U	0.83	OTME.100599494		0.00	0
33	1	4	SONOCO EDINBURGH E013:SONOCO PROTEXIC	126.10	SONOCO EDINBURGH E013		EDINBURGH	IN	46124	00:00	00:00	00:00	07:45	5/21/2021	00:00	02:35	SONOCO PROTEXIC		PORTLAND	IN	47371	00:00	00:00	00:00	10:20	5/21/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	283.73	283.73			0					U	0.83				
33	1	5	OTME.100598436	20.49	SONOCO PROTEXIC		PORTLAND	IN	47371	00:00	00:00	00:00	10:20	5/21/2021	00:45	00:35	CHEESEMAN WAREHOUSE		COLD WATER	OH	45828	00:00	00:00	00:00	11:40	5/21/2021	00:45	LOADED	0.00	185.00	0.00	0.00	46.09	46.09	138.91		0					U	0.83	OTME.100598436		0.00	0
33	1	6	CHEESEMAN WAREHOUSE:INDY	98.50	CHEESEMAN WAREHOUSE		COLD WATER	OH	45828	00:00	00:00	00:30	12:55	5/21/2021	00:00	02:17	INDY	INDY	INDIANAPOLIS	IN	46236	00:00	00:00	00:00	15:12	5/21/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	221.63	221.63			0					U	0.83				
37	1	1	NEWPORT:NEWPORT NO1 WHSE	3.00	NEWPORT	NEWPORT	NEWPORT	TN	37821	00:00	00:00	00:00	07:00	5/16/2021	00:00	00:05	NEWPORT NO1 WHSE		NEWPORT	TN	37821	00:00	00:00	00:00	07:05	5/16/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.83				
37	1	2	OTME.100594247	315.69	NEWPORT NO1 WHSE		NEWPORT	TN	37821	00:00	00:00	00:00	07:05	5/16/2021	00:45	05:47	SONOCO - CINCINNATI -ICD		CINCINNATI	OH	45246	00:00	00:00	00:00	13:37	5/16/2021	00:45	LOADED	0.00	682.00	0.00	0.00	710.30	710.30	-28.30		0					U	0.83	OTME.100594247		0.00	0
37	1	3	SONOCO - CINCINNATI -ICD:SONOCO FLEXIBLE WHSE	101.80	SONOCO - CINCINNATI -ICD		CINCINNATI	OH	45246	00:00	00:00	00:00	14:22	5/16/2021	00:00	02:01	SONOCO FLEXIBLE WHSE		EDINBURGH	IN	46124	00:00	00:00	00:30	16:53	5/16/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	229.05	229.05			0					U	0.83				
37	1	4	OTME.100594133	338.20	SONOCO FLEXIBLE WHSE		EDINBURGH	IN	46124	14:07	00:00	00:00	07:00	5/17/2021	00:45	06:28	SONOCO FLEXIBLE PACKAGING  MORRISTOWN		MORRISTOWN	TN	37814	00:00	00:00	00:00	14:13	5/17/2021	00:45	LOADED	0.00	3043.22	0.00	0.00	760.96	760.96	2282.26		0					U	0.83	OTME.100594133		0.00	0
37	1	5	SONOCO FLEXIBLE PACKAGING  MORRISTOWN:NEWPORT	26.60	SONOCO FLEXIBLE PACKAGING  MORRISTOWN		MORRISTOWN	TN	37814	00:00	00:00	00:00	14:58	5/17/2021	00:00	00:39	NEWPORT	NEWPORT	NEWPORT	TN	37821	00:00	00:00	00:30	16:07	5/17/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	59.85	59.85			0					U	0.83				
26	1	1	INDY:SONOCO PROTEXIC	76.00	INDY	INDY	INDIANAPOLIS	IN	46236	00:00	00:00	00:00	06:59	5/18/2021	00:00	01:42	SONOCO PROTEXIC		PORTLAND	IN	47371	00:00	00:00	00:00	08:41	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	171.00	171.00			0					U	0.83				
26	1	2	OTME.100592566	581.37	SONOCO PROTEXIC		PORTLAND	IN	47371	00:00	00:00	00:00	08:41	5/18/2021	00:45	11:04	SONOCO THERMOSAFE		CONYERS	GA	30012	10:00	00:00	00:30	07:00	5/19/2021	00:45	LOADED	0.00	1631.50	0.00	0.00	1308.08	1308.08	323.42		0					U	0.83	OTME.100592566		0.00	0
26	1	3	OTME.100596759	442.18	SONOCO THERMOSAFE		CONYERS	GA	30012	00:00	00:00	00:00	07:45	5/19/2021	00:45	07:52	U P S SCS HEALTHCARE		LOUISVILLE	KY	40219	14:08	00:00	00:30	07:00	5/20/2021	00:45	LOADED	0.00	1200.01	0.00	0.00	994.90	994.90	205.11		0					U	0.83	OTME.100596759		0.00	0
26	1	4	U P S SCS HEALTHCARE:INDY	135.30	U P S SCS HEALTHCARE		LOUISVILLE	KY	40219	00:00	00:00	00:00	07:45	5/20/2021	00:00	02:33	INDY	INDY	INDIANAPOLIS	IN	46236	00:00	00:00	00:00	10:18	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	304.43	304.43			0					U	0.83				
27	1	1	INDY:SONOCO PROTEXIC	76.00	INDY	INDY	INDIANAPOLIS	IN	46236	00:00	00:00	00:00	06:59	5/18/2021	00:00	01:42	SONOCO PROTEXIC		PORTLAND	IN	47371	00:00	00:00	00:00	08:41	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	171.00	171.00			0					U	0.83				
27	1	2	OTME.100593934	581.37	SONOCO PROTEXIC		PORTLAND	IN	47371	00:00	00:00	00:00	08:41	5/18/2021	00:45	11:04	SONOCO THERMOSAFE		CONYERS	GA	30012	10:00	00:00	00:30	07:00	5/19/2021	00:45	LOADED	0.00	1631.50	0.00	0.00	1308.08	1308.08	323.42		0					U	0.83	OTME.100593934		0.00	0
27	1	3	OTME.100596185	442.18	SONOCO THERMOSAFE		CONYERS	GA	30012	00:00	00:00	00:00	07:45	5/19/2021	00:45	07:52	UPSSCS		LOUISVILLE	KY	40219	14:08	00:00	00:30	07:00	5/20/2021	00:45	LOADED	0.00	1200.00	0.00	0.00	994.90	994.90	205.10		0					U	0.83	OTME.100596185		0.00	0
27	1	4	UPSSCS:INDY	135.30	UPSSCS		LOUISVILLE	KY	40219	00:00	00:00	00:00	07:45	5/20/2021	00:00	02:33	INDY	INDY	INDIANAPOLIS	IN	46236	00:00	00:00	00:00	10:18	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	304.43	304.43			0					U	0.83				
13	1	1	NEWPORT:NEWPORT NO1 WHSE	3.00	NEWPORT	NEWPORT	NEWPORT	TN	37821	00:00	00:00	00:00	10:06	5/19/2021	00:00	00:05	NEWPORT NO1 WHSE		NEWPORT	TN	37821	00:00	00:00	00:00	10:11	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.83				
13	1	2	OTME.100595629	573.63	NEWPORT NO1 WHSE		NEWPORT	TN	37821	00:00	00:00	00:00	10:11	5/19/2021	00:45	00:08	SONOCO - ROBESONIA -ICD		ROBESONIA	PA	19551	10:00	00:00	00:30	07:34	5/20/2021	00:45	LOADED	0.00	1900.00	0.00	0.00	1290.66	1290.66	609.34		0					U	0.83	OTME.100595629		0.00	0
13	1	3	SONOCO - ROBESONIA -ICD:UNILEVER - NEWVILLE ASCC DC	75.20	SONOCO - ROBESONIA -ICD		ROBESONIA	PA	19551	00:00	00:00	00:00	08:19	5/20/2021	00:00	01:34	UNILEVER - NEWVILLE ASCC DC		NEWVILLE	PA	17241	00:00	00:00	00:00	09:53	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	169.20	169.20			0					U	0.83				
13	1	4	OTME.100601227	545.35	UNILEVER - NEWVILLE ASCC DC		NEWVILLE	PA	17241	00:00	00:00	00:00	09:53	5/20/2021	00:45	09:52	VLS RECOVERY - MAULDIN		MAULDIN	SC	29662	10:00	00:00	00:30	07:00	5/21/2021	00:45	LOADED	0.00	1299.01	0.00	0.00	1227.04	1227.04	71.97		0					U	0.83	OTME.100601227		0.00	0
13	1	5	VLS RECOVERY - MAULDIN:ASHEVILLE WASTE PAPER COMPANY	70.10	VLS RECOVERY - MAULDIN		MAULDIN	SC	29662	00:00	00:00	00:00	07:45	5/21/2021	00:00	01:21	ASHEVILLE WASTE PAPER COMPANY		ASHEVILLE	NC	28802	00:00	00:00	00:00	09:06	5/21/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	157.72	157.72			0					U	0.83				
13	1	6	OTME.100600492	69.13	ASHEVILLE WASTE PAPER COMPANY		ASHEVILLE	NC	28802	00:00	00:00	00:00	09:06	5/21/2021	00:45	01:12	NEWPORT PAPER MILL		NEWPORT	TN	37821	00:00	00:00	00:00	11:03	5/21/2021	00:45	LOADED	0.00	873.01	0.00	0.00	155.54	155.54	717.47		0					U	0.83	OTME.100600492		0.00	0
13	1	7	NEWPORT PAPER MILL:SPARTANBURG SONOCO RECYCLING	121.00	NEWPORT PAPER MILL		NEWPORT	TN	37821	00:00	00:00	00:00	11:48	5/21/2021	00:00	02:10	SPARTANBURG SONOCO RECYCLING		SPARTANBURG	SC	29303	00:00	00:00	00:00	13:58	5/21/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	272.25	272.25			0					U	0.83				
13	1	8	OTME.100600272	124.55	SPARTANBURG SONOCO RECYCLING		SPARTANBURG	SC	29303	00:00	00:00	00:00	13:58	5/21/2021	00:45	02:10	NEWPORT PAPER MILL		NEWPORT	TN	37821	13:37	00:00	00:30	07:00	5/22/2021	00:45	LOADED	0.00	1383.01	0.00	0.00	280.24	280.24	1102.77		0					U	0.83	OTME.100600272		0.00	0
13	1	9	NEWPORT PAPER MILL:NEWPORT	3.00	NEWPORT PAPER MILL		NEWPORT	TN	37821	00:00	00:00	00:00	07:45	5/22/2021	00:00	00:05	NEWPORT	NEWPORT	NEWPORT	TN	37821	00:00	00:00	00:00	07:50	5/22/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.83				
5	1	1	NEWPORT:SONOCO PLASTICS	49.70	NEWPORT	NEWPORT	NEWPORT	TN	37821	00:00	00:00	00:00	14:03	5/18/2021	00:00	00:57	SONOCO PLASTICS		WAYNESVILLE	NC	28786	00:00	00:00	00:00	15:00	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	111.83	111.83			0					U	0.82				
5	1	2	OTME.100598143	492.77	SONOCO PLASTICS		WAYNESVILLE	NC	28786	00:00	00:00	00:00	15:00	5/18/2021	00:45	08:39	AMANDA COLD STORAGE		GREENCASTLE	PA	17225	10:00	00:00	00:30	10:54	5/19/2021	00:45	LOADED	0.00	2220.01	0.00	0.00	1108.73	1108.73	1111.28		0					U	0.82	OTME.100598143		0.00	0
5	1	3	AMANDA COLD STORAGE:SONOCO	111.10	AMANDA COLD STORAGE		GREENCASTLE	PA	17225	00:00	00:00	00:00	11:39	5/19/2021	00:00	02:14	SONOCO		ROBESONIA	PA	19551	00:00	00:00	00:00	13:53	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	249.97	249.97			0					U	0.82				
5	1	4	OTME.100595775	573.63	SONOCO		ROBESONIA	PA	19551	00:00	00:00	00:00	13:53	5/19/2021	00:45	10:08	SONOCO PROD IPD DIV  C324		NEWPORT	TN	37821	10:00	00:00	00:30	11:16	5/20/2021	00:45	LOADED	0.00	1000.85	0.00	0.00	1290.67	1290.67	-289.82		0					U	0.82	OTME.100595775		0.00	0
5	1	5	SONOCO PROD IPD DIV  C324:CAMPBELL COUNTY ENVIRONMENTAL SERVICES	86.70	SONOCO PROD IPD DIV  C324		NEWPORT	TN	37821	00:00	00:00	00:00	12:01	5/20/2021	00:00	01:40	CAMPBELL COUNTY ENVIRONMENTAL SERVICES		JACKSBORO	TN	37757	00:00	00:00	00:00	13:41	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	195.07	195.07			0					U	0.82				
5	1	6	OTME.100598873	87.90	CAMPBELL COUNTY ENVIRONMENTAL SERVICES		JACKSBORO	TN	37757	00:00	00:00	00:00	13:41	5/20/2021	00:45	01:40	NEWPORT PAPER MILL		NEWPORT	TN	37821	14:54	00:00	00:00	07:00	5/21/2021	00:45	LOADED	0.00	990.12	0.00	0.00	197.76	197.76	792.36		0					U	0.82	OTME.100598873		0.00	0
5	1	7	NEWPORT PAPER MILL:NEWPORT	3.00	NEWPORT PAPER MILL		NEWPORT	TN	37821	00:00	00:00	00:00	07:45	5/21/2021	00:00	00:05	NEWPORT	NEWPORT	NEWPORT	TN	37821	00:00	00:00	00:00	07:50	5/21/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.82				
35	1	1	MORGANFIELD:SONOCO RIVERPORT WAREHOUSE	33.70	MORGANFIELD	MORGANFIELD	MORGANFIELD	KY	42437	00:00	00:00	00:00	07:42	5/18/2021	00:00	00:46	SONOCO RIVERPORT WAREHOUSE		HENDERSON	KY	42420	00:00	00:00	00:00	08:28	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	75.83	75.83			0					U	0.82				
35	1	2	OTME.100597285	600.29	SONOCO RIVERPORT WAREHOUSE		HENDERSON	KY	42420	00:00	00:00	00:00	08:28	5/18/2021	00:45	11:17	WESTSIDE WAREHOUSING		WAUSAU	WI	54401	10:00	00:00	00:30	07:00	5/19/2021	00:45	LOADED	0.00	1365.00	0.00	0.00	1350.66	1350.66	14.34		0					U	0.82	OTME.100597285		0.00	0
35	1	3	WESTSIDE WAREHOUSING:SONOCOUS PAPER MILL	109.60	WESTSIDE WAREHOUSING		WAUSAU	WI	54401	00:00	00:00	00:00	07:45	5/19/2021	00:00	02:01	SONOCOUS PAPER MILL		MENASHA	WI	54952	00:00	00:00	00:00	09:46	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	246.60	246.60			0					U	0.82				
35	1	4	OTME.100595848	665.32	SONOCOUS PAPER MILL		MENASHA	WI	54952	00:00	00:00	00:00	09:46	5/19/2021	00:45	11:44	SONOCO - NASHVILLE - PPD		NASHVILLE	TN	37207	10:00	00:00	00:30	08:45	5/20/2021	00:45	LOADED	0.00	2213.01	0.00	0.00	1496.97	1496.97	716.04		0					U	0.82	OTME.100595848		0.00	0
35	1	5	SONOCO - NASHVILLE - PPD:SONOCO RIVERPORT WAREHOUSE	140.90	SONOCO - NASHVILLE - PPD		NASHVILLE	TN	37207	00:00	00:00	00:00	09:30	5/20/2021	00:00	02:33	SONOCO RIVERPORT WAREHOUSE		HENDERSON	KY	42420	00:00	00:00	00:00	12:03	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	317.02	317.02			0					U	0.82				
35	1	6	OTME.100599821	33.58	SONOCO RIVERPORT WAREHOUSE		HENDERSON	KY	42420	00:00	00:00	00:00	12:03	5/20/2021	00:45	00:46	SONOCO PROD IPD DIV  C336		MORGANFIELD	KY	42437	00:00	00:00	00:30	14:04	5/20/2021	00:45	LOADED	0.00	790.01	0.00	0.00	75.55	75.55	714.46		0					U	0.82	OTME.100599821		0.00	0
35	1	7	SONOCO PROD IPD DIV  C336:MORGANFIELD	3.00	SONOCO PROD IPD DIV  C336		MORGANFIELD	KY	42437	00:00	00:00	00:00	14:49	5/20/2021	00:00	00:05	MORGANFIELD	MORGANFIELD	MORGANFIELD	KY	42437	00:00	00:00	00:00	14:54	5/20/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.82				
10	1	1	HARTSVILLE:HARTSVILLE INTL WHSE  B350	3.00	HARTSVILLE	HARTSVILLE	HARTSVILLE	SC	29550	00:00	00:00	00:00	10:45	5/16/2021	00:00	00:05	HARTSVILLE INTL WHSE  B350		HARTSVILLE	SC	29550	00:00	00:00	00:00	10:50	5/16/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.82				
10	1	2	OTME.100601643	659.82	HARTSVILLE INTL WHSE  B350		HARTSVILLE	SC	29550	00:00	00:00	00:00	10:50	5/16/2021	00:45	11:46	SONOCO  TIFFIN  PPD		TIFFIN	OH	44883	10:00	00:00	00:30	09:51	5/17/2021	00:45	LOADED	0.00	2391.01	0.00	0.00	1484.58	1484.58	906.43		0					U	0.82	OTME.100601643		0.00	0
10	1	3	SONOCO  TIFFIN  PPD:SONOCO PRODUCTS	3.00	SONOCO  TIFFIN  PPD		TIFFIN	OH	44883	00:00	00:00	00:00	10:36	5/17/2021	00:00	00:05	SONOCO PRODUCTS		TIFFIN	OH	44883	00:00	00:00	00:00	10:41	5/17/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.82				
10	1	4	OTME.100595790	662.04	SONOCO PRODUCTS		TIFFIN	OH	44883	00:00	00:00	00:00	10:41	5/17/2021	00:45	11:46	M04 SONOCO PRODUCTS HARTSVILLE WOODYARD		HARTSVILLE	SC	29550	10:00	00:00	00:30	09:42	5/18/2021	00:45	LOADED	0.00	1087.80	0.00	0.00	1489.59	1489.59	-401.79		0					U	0.82	OTME.100595790		0.00	0
10	1	5	M04 SONOCO PRODUCTS HARTSVILLE WOODYARD:RBC Bearings Hartsville	3.00	M04 SONOCO PRODUCTS HARTSVILLE WOODYARD		HARTSVILLE	SC	29550	00:00	00:00	00:00	10:27	5/18/2021	00:00	00:05	RBC Bearings Hartsville		HARTSVILLE	SC	29550	00:00	00:00	00:00	10:32	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.82				
10	1	6	OTME.100598223	211.04	RBC Bearings Hartsville		HARTSVILLE	SC	29550	00:00	00:00	00:00	10:32	5/18/2021	00:45	03:43	SONOCO PRODUCTS CO		GREENSBORO	GA	30642	00:00	00:00	00:00	15:00	5/18/2021	00:45	LOADED	0.00	1295.00	0.00	0.00	474.84	474.84	820.16		0					U	0.82	OTME.100598223		0.00	0
10	1	7	SONOCO PRODUCTS CO:SONOCO PROD IPD DIV  C327	79.60	SONOCO PRODUCTS CO		GREENSBORO	GA	30642	00:00	00:00	00:00	15:45	5/18/2021	00:00	01:25	SONOCO PROD IPD DIV  C327		AUGUSTA	GA	30901	00:00	00:00	00:30	17:40	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	179.10	179.10			0					U	0.82				
10	1	8	OTME.100594484	450.37	SONOCO PROD IPD DIV  C327		AUGUSTA	GA	30901	37:20	00:00	00:00	07:00	5/20/2021	00:45	08:15	TC-HD SUPPLY CONST SUP CHESAPEAKE		CHESAPEAKE	VA	23320	14:30	00:00	00:30	07:00	5/21/2021	00:45	LOADED	0.00	2150.00	0.00	0.00	1013.34	1013.34	1136.66		0					U	0.82	OTME.100594484		0.00	0
10	1	9	TC-HD SUPPLY CONST SUP CHESAPEAKE:NORTH AMERICAN FIBER CORP	57.40	TC-HD SUPPLY CONST SUP CHESAPEAKE		CHESAPEAKE	VA	23320	00:00	00:00	00:00	07:45	5/21/2021	00:00	01:16	NORTH AMERICAN FIBER CORP		FRANKLIN	VA	23851	00:00	00:00	00:00	09:01	5/21/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	129.15	129.15			0					U	0.82				
10	1	10	OTME.100596901	82.70	NORTH AMERICAN FIBER CORP		FRANKLIN	VA	23851	00:00	00:00	00:00	09:01	5/21/2021	00:45	01:55	RICHMOND PAPER MILL		RICHMOND	VA	23218	00:00	00:00	00:00	11:41	5/21/2021	00:45	LOADED	0.00	580.01	0.00	0.00	186.09	186.09	393.92		0					U	0.82	OTME.100596901		0.00	0
10	1	11	RICHMOND PAPER MILL:HARTSVILLE	317.00	RICHMOND PAPER MILL		RICHMOND	VA	23218	00:00	00:00	00:00	12:26	5/21/2021	00:00	05:44	HARTSVILLE	HARTSVILLE	HARTSVILLE	SC	29550	00:00	00:00	00:30	18:40	5/21/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	713.25	713.25			0					U	0.82				
24	1	1	MORGANFIELD:SONOCO PROD IPD DIV  C336	3.00	MORGANFIELD	MORGANFIELD	MORGANFIELD	KY	42437	00:00	00:00	00:00	12:05	5/17/2021	00:00	00:05	SONOCO PROD IPD DIV  C336		MORGANFIELD	KY	42437	00:00	00:00	00:00	12:10	5/17/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	6.75	6.75			0					U	0.82				
24	1	2	OTME.100593997	350.70	SONOCO PROD IPD DIV  C336		MORGANFIELD	KY	42437	00:00	00:00	00:00	12:10	5/17/2021	00:45	06:08	TC-PREGIS INNOVATIVE PACKAGING  TUPELO		TUPELO	MS	38804	11:57	00:00	00:00	07:00	5/18/2021	00:45	LOADED	0.00	1179.01	0.00	0.00	789.08	789.08	389.93		0					U	0.82	OTME.100593997		0.00	0
24	1	3	TC-PREGIS INNOVATIVE PACKAGING  TUPELO:SONOCO PHOENIX  D092	113.40	TC-PREGIS INNOVATIVE PACKAGING  TUPELO		TUPELO	MS	38804	00:00	00:00	00:00	07:45	5/18/2021	00:00	02:05	SONOCO PHOENIX  D092		MEMPHIS	TN	38113	00:00	00:00	00:00	09:50	5/18/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	255.15	255.15			0					U	0.82				
24	1	4	OTME.100596260	320.29	SONOCO PHOENIX  D092		MEMPHIS	TN	38113	00:00	00:00	00:00	09:50	5/18/2021	00:45	05:46	SONOCO PHOENIX  D090		HENDERSON	KY	42420	14:09	00:00	00:30	07:00	5/19/2021	00:45	LOADED	0.00	900.00	0.00	0.00	720.64	720.64	179.36		0					U	0.82	OTME.100596260		0.00	0
24	1	5	SONOCO PHOENIX  D090:MORGANFIELD	34.10	SONOCO PHOENIX  D090		HENDERSON	KY	42420	00:00	00:00	00:00	07:45	5/19/2021	00:00	00:47	MORGANFIELD	MORGANFIELD	MORGANFIELD	KY	42437	00:00	00:00	00:00	08:32	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	76.72	76.72			0					U	0.82				
29	1	1	NEWPORT:SONOCO FLEXIBLE PACKAGING  MORRISTOWN	26.60	NEWPORT	NEWPORT	NEWPORT	TN	37821	00:00	00:00	00:00	11:10	5/19/2021	00:00	00:39	SONOCO FLEXIBLE PACKAGING  MORRISTOWN		MORRISTOWN	TN	37814	00:00	00:00	00:00	11:49	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	59.85	59.85			0					U	0.81				
29	1	2	OTME.100598673	130.85	SONOCO FLEXIBLE PACKAGING  MORRISTOWN		MORRISTOWN	TN	37814	00:00	00:00	00:00	11:49	5/19/2021	00:45	02:26	TriState Warehouse		CLEVELAND	TN	37312	00:00	00:00	00:00	15:00	5/19/2021	00:45	LOADED	0.00	472.49	0.00	0.00	294.40	294.40	178.09		0					U	0.81	OTME.100598673		0.00	0
29	1	3	TriState Warehouse:PAPER RECOVERY OF DALTON	36.90	TriState Warehouse		CLEVELAND	TN	37312	00:00	00:00	00:00	15:45	5/19/2021	00:00	00:53	PAPER RECOVERY OF DALTON		DALTON	GA	30721	00:00	00:00	00:00	16:38	5/19/2021	00:00	EMPTY	0.00	0.00	0.00	0.00	83.03	83.03			0					U	0.81				
29	1	4	OTME.100598851	160.96	PAPER RECOVERY OF DALTON		DALTON	GA	30721	14:22	00:00	00:00	07:00	5/20/2021	00:45	03:09	NEWPORT PAPER MILL		NEWPORT	TN	37821	00:00	00:00	00:00	10:54	5/20/2021	00:45	LOADED	0.00	1093.01	0.00	0.00	362.15	362.15	730.86		0					U	0.81	OTME.100598851		0.00	0
